time,X,Y,Z,psi,Xdot,Ydot,Zdot,xdot,ydot,zdot,Omega_0,Omega_1,Omega_2,Omega_3,Fx_0,Fx_1,Fx_2,Fx_3,Fy_0,Fy_1,Fy_2,Fy_3,Kappa_0,Kappa_1,Kappa_2,Kappa_3,Alpha_0,Alpha_1,Alpha_2,Alpha_3
3.463066,15.493621,-19.999985,0.045070,0.000024,10.001151,0.000805,-0.000189,10.000389,0.000564,0.123506,31.005660,31.000930,31.046642,31.042205,-43.100298,-42.928446,39.907558,41.160718,-4.505292,-4.498637,-2.507410,-2.505161,-0.000229,-0.000229,0.000424,0.000431,-0.000088,-0.000088,0.000028,0.000028
3.466133,15.524289,-19.999982,0.045070,0.000026,10.001006,0.000817,-0.000189,10.000244,0.000548,0.123478,31.005230,31.000475,31.046108,31.041660,-43.044278,-42.975800,39.402066,40.578917,0.451236,0.450025,-2.745336,-2.742844,-0.000228,-0.000230,0.000422,0.000428,-0.000104,-0.000104,0.000031,0.000031
3.470000,15.562964,-19.999979,0.045069,0.000030,10.000821,0.000815,-0.000189,10.000059,0.000511,0.123442,31.004617,30.999958,31.045371,31.041028,-42.992437,-43.018339,38.768582,39.882404,4.281122,4.273937,-3.064477,-3.061672,-0.000228,-0.000230,0.000418,0.000424,-0.000100,-0.000100,0.000034,0.000034
3.474890,15.611869,-19.999975,0.045068,0.000034,10.000583,0.000788,-0.000188,9.999821,0.000441,0.123398,31.003758,30.999362,31.044369,31.040289,-42.934178,-43.063866,38.017632,39.017998,10.946889,10.930495,-3.480433,-3.477279,-0.000227,-0.000230,0.000414,0.000419,-0.000242,-0.000242,0.000038,0.000038
3.478338,15.646353,-19.999972,0.045067,0.000037,10.000412,0.000751,-0.000188,9.999651,0.000377,0.123366,31.003087,30.998993,31.043602,31.039821,-42.879843,-43.110337,37.532730,38.408769,14.439725,14.416851,-3.770692,-3.767357,-0.000227,-0.000231,0.000412,0.000416,-0.000207,-0.000207,0.000041,0.000041
3.480000,15.662970,-19.999971,0.045067,0.000038,10.000329,0.000730,-0.000187,9.999569,0.000343,0.123352,31.002747,30.998829,31.043218,31.039608,-42.866333,-43.121390,37.294706,38.132950,15.084815,15.060955,-3.905575,-3.902183,-0.000227,-0.000231,0.000410,0.000415,-0.000194,-0.000194,0.000042,0.000042
3.486552,15.728496,-19.999967,0.045066,0.000042,9.999999,0.000623,-0.000186,9.999239,0.000194,0.123293,31.001324,30.998232,31.041638,31.038823,-42.794573,-43.178979,36.450570,37.036116,22.540371,22.510783,-4.370265,-4.366919,-0.000226,-0.000231,0.000406,0.000409,-0.000351,-0.000351,0.000045,0.000045
3.490000,15.762970,-19.999965,0.045065,0.000044,9.999822,0.000551,-0.000186,9.999063,0.000104,0.123263,31.000510,30.997968,31.040750,31.038461,-42.748281,-43.215495,36.049194,36.471209,24.345000,24.313090,-4.562075,-4.558948,-0.000226,-0.000231,0.000404,0.000406,-0.000280,-0.000280,0.000046,0.000046
3.495219,15.815157,-19.999962,0.045064,0.000046,9.999552,0.000427,-0.000184,9.998793,-0.000039,0.123217,30.999220,30.997605,31.039361,31.037950,-42.707861,-43.248513,35.472354,35.658106,28.836008,28.804013,-4.755149,-4.752632,-0.000226,-0.000231,0.000401,0.000401,-0.000416,-0.000416,0.000047,0.000047
3.500000,15.862966,-19.999960,0.045063,0.000047,9.999301,0.000298,-0.000183,9.998542,-0.000176,0.123176,30.997977,30.997316,31.038037,31.037529,-42.660067,-43.286452,35.004236,34.930063,30.133950,30.106741,-4.814073,-4.812383,-0.000226,-0.000231,0.000398,0.000397,-0.000320,-0.000320,0.000046,0.000046
3.506413,15.927094,-19.999959,0.045062,0.000047,9.998960,0.000112,-0.000181,9.998202,-0.000359,0.123122,30.996253,30.996957,31.036222,31.036995,-42.620929,-43.317707,34.433958,34.012734,34.010132,33.993502,-4.687122,-4.686810,-0.000226,-0.000231,0.000395,0.000392,-0.000451,-0.000451,0.000042,0.000042
3.510000,15.962956,-19.999959,0.045061,0.000046,9.998767,-0.000002,-0.000180,9.998010,-0.000463,0.123092,30.995256,30.996775,31.035181,31.036719,-42.588021,-43.339894,34.157926,33.515454,34.120627,34.113819,-4.510815,-4.511318,-0.000226,-0.000231,0.000394,0.000390,-0.000355,-0.000355,0.000039,0.000039
3.515789,16.020838,-19.999959,0.045060,0.000043,9.998453,-0.000193,-0.000178,9.997696,-0.000627,0.123044,30.993624,30.996488,31.033490,31.036284,-42.564011,-43.361236,33.748106,32.766328,36.958341,36.967448,-4.063543,-4.065231,-0.000226,-0.000231,0.000392,0.000386,-0.000484,-0.000484,0.000033,0.000033
3.520000,16.062941,-19.999961,0.045060,0.000041,9.998223,-0.000341,-0.000177,9.997466,-0.000745,0.123010,30.992413,30.996290,31.032241,31.035984,-42.533425,-43.381843,33.498554,32.242253,36.698072,36.723185,-3.618235,-3.620566,-0.000226,-0.000231,0.000390,0.000383,-0.000374,-0.000374,0.000027,0.000027
3.526320,16.126126,-19.999963,0.045058,0.000035,9.997874,-0.000572,-0.000175,9.997118,-0.000917,0.122960,30.990583,30.995988,31.030370,31.035534,-42.514493,-43.398780,33.170015,31.519764,39.260840,39.305425,-2.769259,-2.771961,-0.000226,-0.000230,0.000389,0.000379,-0.000502,-0.000502,0.000017,0.000017
3.530000,16.162921,-19.999966,0.045058,0.000031,9.997669,-0.000714,-0.000173,9.996913,-0.001016,0.122931,30.989503,30.995815,31.029271,31.035283,-42.489516,-43.413192,33.020149,31.118603,38.744994,38.807130,-2.185131,-2.187643,-0.000226,-0.000230,0.000388,0.000377,-0.000395,-0.000395,0.000011,0.000011
3.536010,16.223003,-19.999971,0.045057,0.000022,9.997333,-0.000956,-0.000171,9.996578,-0.001173,0.122885,30.987740,30.995522,31.027486,31.034866,-42.478705,-43.425652,32.811304,30.524132,41.133027,41.216303,-1.104939,-1.106371,-0.000226,-0.000230,0.000387,0.000374,-0.000527,-0.000527,-0.000001,-0.000001
3.540000,16.262895,-19.999975,0.045056,0.000016,9.997108,-0.001125,-0.000169,9.996353,-0.001277,0.122855,30.986558,30.995330,31.026295,31.034600,-42.455998,-43.438765,32.716804,30.151622,40.528131,40.631567,-0.314194,-0.314362,-0.000226,-0.000230,0.000386,0.000372,-0.000412,-0.000412,-0.000009,-0.000009
3.546261,16.325485,-19.999983,0.045055,0.000004,9.996754,-0.001401,-0.000166,9.996000,-0.001435,0.122809,30.984711,30.995011,31.024443,31.034172,-42.449823,-43.447982,32.608341,29.633633,42.956411,43.078670,1.026507,1.029215,-0.000226,-0.000230,0.000386,0.000369,-0.000547,-0.000546,-0.000023,-0.000023
3.550000,16.362863,-19.999988,0.045054,-0.000004,9.996542,-0.001575,-0.000164,9.995788,-0.001530,0.122782,30.983601,30.994821,31.023334,31.033926,-42.429915,-43.458013,32.584625,29.345436,42.307288,42.449454,1.873215,1.878123,-0.000227,-0.000229,0.000386,0.000368,-0.000432,-0.000432,-0.000032,-0.000032
3.556115,16.423993,-19.999999,0.045053,-0.000018,9.996193,-0.001871,-0.000161,9.995440,-0.001682,0.122739,30.981794,30.994496,31.021539,31.033514,-42.429004,-43.464908,32.580838,28.938538,44.788756,44.948457,3.316390,3.325597,-0.000227,-0.000229,0.000386,0.000366,-0.000571,-0.000571,-0.000046,-0.000046
3.560000,16.462825,-20.000007,0.045053,-0.000028,9.995971,-0.002069,-0.000159,9.995218,-0.001779,0.122713,30.980641,30.994290,31.020396,31.033262,-42.410881,-43.473914,32.620871,28.702033,44.120024,44.299837,4.259544,4.271856,-0.000227,-0.000229,0.000386,0.000365,-0.000451,-0.000450,-0.000055,-0.000055
3.566241,16.525208,-20.000021,0.045052,-0.000045,9.995614,-0.002398,-0.000156,9.994861,-0.001933,0.122671,30.978800,30.993945,31.018583,31.032849,-42.413791,-43.478882,32.721649,28.389294,46.685038,46.877825,5.805539,5.823334,-0.000227,-0.000229,0.000387,0.000363,-0.000593,-0.000593,-0.000070,-0.000070
3.570000,16.562782,-20.000030,0.045051,-0.000057,9.995399,-0.002607,-0.000153,9.994646,-0.002027,0.122647,30.977687,30.993739,31.017489,31.032611,-42.397121,-43.486249,32.823382,28.221853,45.984722,46.196661,6.746125,6.767433,-0.000227,-0.000229,0.000387,0.000362,-0.000471,-0.000471,-0.000079,-0.000079
3.576178,16.624530,-20.000047,0.045050,-0.000077,9.995045,-0.002888,-0.000150,9.994293,-0.002106,0.122608,30.976004,30.993264,31.015855,31.032075,-42.558119,-43.332754,32.837491,28.198998,26.484903,26.646328,8.347932,8.375439,-0.000229,-0.000227,0.000387,0.000363,-0.000009,-0.000009,-0.000096,-0.000096
3.580000,16.662733,-20.000058,0.045050,-0.000089,9.994826,-0.002997,-0.000147,9.994074,-0.002086,0.122584,30.975162,30.992767,31.015045,31.031554,-42.691378,-43.194424,32.829145,28.263635,14.816173,14.907490,9.414309,9.445983,-0.000230,-0.000226,0.000387,0.000363,-0.000009,-0.000009,-0.000107,-0.000107
3.582533,16.688052,-20.000066,0.045049,-0.000098,9.994681,-0.003040,-0.000146,9.993930,-0.002043,0.122569,30.974685,30.992351,31.014589,31.031133,-42.764655,-43.114917,32.830704,28.325736,2.513660,2.533291,10.155760,10.190276,-0.000230,-0.000225,0.000387,0.000363,0.000462,0.000462,-0.000115,-0.000115
3.585066,16.713371,-20.000074,0.045049,-0.000107,9.994536,-0.003045,-0.000144,9.993785,-0.001962,0.122554,30.974295,30.991845,31.014227,31.030623,-42.906542,-42.973368,32.751547,28.489234,-12.503551,-12.579903,10.925542,10.962918,-0.000232,-0.000224,0.000386,0.000365,0.000529,0.000528,-0.000123,-0.000123
3.589100,16.753680,-20.000086,0.045048,-0.000120,9.994306,-0.002992,-0.000142,9.993555,-0.001776,0.122531,30.973913,30.990815,31.013872,31.029598,-43.114270,-42.782152,32.669480,28.748011,-27.547128,-27.716124,12.197595,12.239314,-0.000233,-0.000223,0.000386,0.000366,0.000498,0.000498,-0.000135,-0.000135
3.590000,16.762679,-20.000088,0.045048,-0.000123,9.994255,-0.002973,-0.000141,9.993504,-0.001728,0.122526,30.973857,30.990557,31.013818,31.029345,-43.134885,-42.760264,32.673013,28.791219,-29.466266,-29.646747,12.484586,12.527190,-0.000233,-0.000223,0.000386,0.000366,0.000484,0.000484,-0.000138,-0.000138
3.594502,16.807672,-20.000102,0.045048,-0.000136,9.993999,-0.002827,-0.000138,9.993248,-0.001445,0.122501,30.973687,30.989132,31.013675,31.027965,-43.296401,-42.581800,32.577789,29.158925,-52.035790,-52.334481,13.889232,13.935352,-0.000235,-0.000221,0.000385,0.000369,0.001064,0.001064,-0.000151,-0.000150
3.597899,16.841623,-20.000111,0.045047,-0.000146,9.993806,-0.002651,-0.000136,9.993055,-0.001176,0.122482,30.973766,30.987855,31.013771,31.026729,-43.503543,-42.391434,32.428807,29.556147,-65.720195,-66.107433,14.897539,14.945052,-0.000236,-0.000220,0.000385,0.000371,0.000924,0.000924,-0.000159,-0.000159
3.600000,16.862619,-20.000116,0.045047,-0.000151,9.993686,-0.002528,-0.000134,9.992936,-0.001000,0.122471,30.973905,30.986994,31.013901,31.025899,-43.575112,-42.344852,32.405245,29.751520,-68.555230,-68.953507,15.480669,15.528309,-0.000236,-0.000220,0.000385,0.000371,0.000845,0.000845,-0.000163,-0.000163
3.606781,16.930380,-20.000132,0.045046,-0.000165,9.993303,-0.002041,-0.000129,9.992553,-0.000374,0.122437,30.974555,30.983946,31.014551,31.023013,-43.780552,-42.094112,32.198746,30.607448,-93.721408,-94.210089,16.999448,17.042669,-0.000238,-0.000219,0.000383,0.000377,0.001369,0.001370,-0.000172,-0.000172
3.610000,16.962553,-20.000138,0.045046,-0.000170,9.993122,-0.001763,-0.000127,9.992372,-0.000049,0.122421,30.975059,30.982345,31.015031,31.021484,-43.948647,-42.001721,32.079449,31.085063,-98.180563,-98.648796,17.491941,17.530363,-0.000238,-0.000219,0.000383,0.000379,0.001099,0.001100,-0.000174,-0.000174
3.615243,17.014946,-20.000146,0.045045,-0.000175,9.992828,-0.001264,-0.000123,9.992079,0.000496,0.122396,30.975998,30.979570,31.015940,31.018887,-44.027230,-41.828082,31.934194,31.881904,-113.727041,-114.151095,17.888664,17.915691,-0.000238,-0.000218,0.000382,0.000384,0.001614,0.001616,-0.000171,-0.000171
3.620000,17.062481,-20.000151,0.045044,-0.000176,9.992563,-0.000758,-0.000120,9.991814,0.001010,0.122375,30.977052,30.976905,31.016940,31.016376,-44.239655,-41.735741,31.759973,32.719485,-117.644282,-117.955425,17.778690,17.792362,-0.000238,-0.000219,0.000381,0.000388,0.001238,0.001240,-0.000164,-0.000164
3.626447,17.126901,-20.000153,0.045044,-0.000172,9.992206,-0.000025,-0.000115,9.991457,0.001696,0.122347,30.978591,30.973144,31.018416,31.012889,-44.309619,-41.571080,31.592659,33.893334,-130.784169,-130.872297,16.836913,16.830537,-0.000238,-0.000219,0.000380,0.000395,0.001708,0.001711,-0.000147,-0.000147
3.630000,17.162404,-20.000153,0.045043,-0.000166,9.992011,0.000409,-0.000112,9.991262,0.002075,0.122333,30.979543,30.971017,31.019314,31.010899,-44.462704,-41.536164,31.479904,34.613482,-130.523403,-130.467864,15.927019,15.910010,-0.000238,-0.000219,0.000380,0.000398,0.001348,0.001350,-0.000133,-0.000133
3.635819,17.220549,-20.000148,0.045043,-0.000153,9.991694,0.001149,-0.000107,9.990945,0.002681,0.122310,30.981113,30.967472,31.020818,31.007636,-44.480570,-41.401074,31.367130,35.799559,-140.823239,-140.466355,13.838216,13.807375,-0.000237,-0.000219,0.000379,0.000405,0.001831,0.001836,-0.000106,-0.000106
3.640000,17.262321,-20.000142,0.045042,-0.000141,9.991468,0.001715,-0.000104,9.990719,0.003113,0.122295,30.982328,30.964897,31.021969,31.005244,-44.642260,-41.380843,31.267146,36.731157,-139.706626,-139.148546,11.909651,11.873154,-0.000237,-0.000220,0.000379,0.000410,0.001418,0.001421,-0.000082,-0.000082
3.646312,17.325387,-20.000129,0.045042,-0.000115,9.991129,0.002602,-0.000099,9.990381,0.003743,0.122273,30.984133,30.960989,31.023708,31.001669,-44.641034,-41.263001,31.200802,38.145241,-149.189369,-148.231844,8.363708,8.328477,-0.000237,-0.000221,0.000379,0.000418,0.001893,0.001898,-0.000042,-0.000042
3.650000,17.362233,-20.000118,0.045041,-0.000097,9.990934,0.003151,-0.000097,9.990185,0.004109,0.122261,30.985247,30.958706,31.024768,30.999558,-44.783176,-41.264910,31.149166,39.036439,-147.207675,-146.070173,5.979194,5.950999,-0.000236,-0.000222,0.000379,0.000422,0.001491,0.001495,-0.000016,-0.000016
3.656029,17.422463,-20.000096,0.045041,-0.000063,9.990618,0.004081,-0.000092,9.989869,0.004688,0.122243,30.987010,30.954975,31.026481,30.996161,-44.753350,-41.161049,31.150542,40.485754,-156.373529,-154.820490,1.645399,1.639923,-0.000235,-0.000222,0.000379,0.000431,0.001988,0.001994,0.000030,0.000030
3.660000,17.462140,-20.000079,0.045040,-0.000037,9.990411,0.004728,-0.000089,9.989664,0.005070,0.122231,30.988226,30.952531,31.027649,30.993907,-44.898778,-41.176860,31.139173,41.507378,-154.215670,-152.480635,-1.455811,-1.438734,-0.000235,-0.000223,0.000379,0.000436,0.001556,0.001561,0.000062,0.000062
3.666251,17.524587,-20.000046,0.045040,0.000010,9.990091,0.005787,-0.000085,9.989344,0.005655,0.122215,30.990065,30.948700,31.029456,30.990433,-44.851600,-41.084988,31.213887,43.104637,-163.564187,-161.396548,-6.666412,-6.601987,-0.000235,-0.000223,0.000379,0.000445,0.002060,0.002067,0.000115,0.000115
3.670000,17.562042,-20.000023,0.045039,0.000041,9.989902,0.006457,-0.000082,9.989154,0.006008,0.122206,30.991217,30.946424,31.030575,30.988338,-44.990817,-41.114471,31.247466,44.123930,-161.216638,-158.905664,-9.940494,-9.841416,-0.000234,-0.000224,0.000380,0.000451,0.001629,0.001635,0.000147,0.000147
3.676126,17.623237,-19.999980,0.045039,0.000098,9.989596,0.007592,-0.000078,9.988849,0.006573,0.122192,30.993020,30.942721,31.032367,30.984990,-44.923880,-41.029313,31.394536,45.770904,-170.801003,-168.079675,-15.474732,-15.310340,-0.000234,-0.000224,0.000380,0.000460,0.002152,0.002161,0.000201,0.000201
3.680000,17.661938,-19.999949,0.045039,0.000137,9.989406,0.008349,-0.000075,9.988659,0.006934,0.122185,30.994213,30.940405,31.033537,30.982862,-45.066570,-41.071062,31.475096,46.874822,-168.385245,-165.546617,-19.052767,-18.842583,-0.000234,-0.000225,0.000381,0.000466,0.001700,0.001707,0.000235,0.000236
3.686234,17.724214,-19.999893,0.045038,0.000205,9.989104,0.009575,-0.000071,9.988359,0.007470,0.122174,30.996009,30.936782,31.035318,30.979585,-44.923504,-41.077742,31.787207,48.540307,-167.665206,-164.623737,-24.920752,-24.630981,-0.000232,-0.000226,0.000383,0.000475,0.001949,0.001958,0.000292,0.000292
3.690000,17.761830,-19.999856,0.045038,0.000250,9.988925,0.010319,-0.000068,9.988181,0.007766,0.122168,30.997036,30.934695,31.036338,30.977689,-44.970646,-41.170509,31.988128,49.579273,-159.982430,-156.961969,-28.521808,-28.181244,-0.000232,-0.000227,0.000384,0.000481,0.001549,0.001556,0.000326,0.000327
3.693619,17.797977,-19.999817,0.045038,0.000294,9.988757,0.010917,-0.000065,9.988013,0.007915,0.122163,30.997858,30.932964,31.037084,30.976122,-44.614417,-41.547275,32.613952,50.170739,-101.188204,-99.117605,-32.068889,-31.677450,-0.000226,-0.000232,0.000390,0.000482,-0.000563,-0.000566,0.000362,0.000363
3.697238,17.834124,-19.999777,0.045037,0.000340,9.988592,0.011254,-0.000063,9.987848,0.007793,0.122159,30.997921,30.931874,31.037137,30.975276,-43.779404,-42.223075,33.677578,50.347204,-31.740259,-31.115450,-35.854430,-35.408436,-0.000220,-0.000238,0.000395,0.000483,-0.000729,-0.000732,0.000403,0.000404
3.700000,17.861717,-19.999746,0.045037,0.000375,9.988468,0.011369,-0.000060,9.987725,0.007557,0.122156,30.997442,30.931555,31.036710,30.975116,-43.432367,-42.656797,34.333422,50.660251,2.395650,2.310666,-38.940103,-38.450399,-0.000219,-0.000240,0.000398,0.000486,-0.000750,-0.000753,0.000435,0.000436
3.701840,17.880096,-19.999725,0.045037,0.000398,9.988387,0.011389,-0.000059,9.987643,0.007344,0.122154,30.996954,30.931498,31.036283,30.975158,-43.170114,-42.764322,34.767918,50.883966,35.020482,34.215638,-41.064185,-40.545385,-0.000215,-0.000241,0.000401,0.000486,-0.002125,-0.002129,0.000457,0.000458
3.703680,17.898475,-19.999704,0.045037,0.000421,9.988306,0.011337,-0.000057,9.987563,0.007062,0.122153,30.996267,30.931540,31.035699,30.975361,-42.778519,-43.034974,35.426125,50.890816,77.146566,75.344263,-43.229852,-42.682569,-0.000213,-0.000246,0.000406,0.000485,-0.002477,-0.002481,0.000478,0.000479
3.706696,17.928599,-19.999670,0.045037,0.000458,9.988175,0.011104,-0.000055,9.987432,0.006464,0.122150,30.994713,30.932175,31.034257,30.976190,-42.274316,-43.884803,36.652373,50.770590,129.978150,126.970879,-46.847267,-46.256258,-0.000210,-0.000252,0.000412,0.000485,-0.002464,-0.002468,0.000514,0.000515
3.710000,17.961599,-19.999634,0.045037,0.000496,9.988033,0.010723,-0.000052,9.987290,0.005704,0.122148,30.992552,30.933536,31.032206,30.977585,-41.889695,-44.285552,37.716627,50.944160,159.982411,156.337221,-50.792043,-50.161474,-0.000208,-0.000252,0.000417,0.000487,-0.002217,-0.002221,0.000549,0.000550
3.713184,17.993400,-19.999601,0.045037,0.000530,9.987898,0.010238,-0.000049,9.987155,0.004877,0.122147,30.989937,30.934951,31.029939,30.979233,-41.151453,-44.257992,38.938853,50.940367,217.237896,212.303596,-54.411507,-53.756351,-0.000203,-0.000255,0.000425,0.000485,-0.004346,-0.004345,0.000579,0.000580
3.716368,18.025200,-19.999569,0.045036,0.000561,9.987764,0.009553,-0.000045,9.987021,0.003882,0.122146,30.986786,30.936918,31.027121,30.981441,-40.824255,-45.410353,40.661489,50.465688,276.829301,270.646164,-57.778237,-57.114712,-0.000204,-0.000267,0.000435,0.000482,-0.004095,-0.004093,0.000606,0.000607
3.720000,18.061477,-19.999536,0.045036,0.000592,9.987612,0.008632,-0.000041,9.986868,0.002654,0.122146,30.982883,30.940230,31.023323,30.984553,-40.453271,-45.990740,42.269651,50.300474,300.335861,293.990533,-61.189507,-60.541780,-0.000200,-0.000263,0.000442,0.000483,-0.003541,-0.003539,0.000629,0.000630
3.723367,18.095105,-19.999509,0.045036,0.000616,9.987473,0.007687,-0.000038,9.986729,0.001472,0.122146,30.978619,30.943185,31.019589,30.987668,-39.561280,-45.598157,43.833819,50.098409,346.244243,339.430405,-63.753795,-63.148179,-0.000196,-0.000263,0.000452,0.000480,-0.005491,-0.005478,0.000642,0.000643
3.726734,18.128731,-19.999484,0.045036,0.000635,9.987335,0.006577,-0.000034,9.986591,0.000177,0.122147,30.973964,30.946627,31.015397,30.991248,-39.578028,-46.951048,45.917764,49.408559,389.736094,382.751180,-65.657988,-65.121022,-0.000200,-0.000276,0.000464,0.000476,-0.004946,-0.004933,0.000649,0.000649
3.730000,18.161351,-19.999465,0.045036,0.000648,9.987202,0.005435,-0.000030,9.986457,-0.001088,0.122148,30.969470,30.950867,31.010989,30.995069,-39.343678,-47.289158,47.556027,49.134266,392.291518,386.125958,-66.791999,-66.347267,-0.000197,-0.000267,0.000471,0.000476,-0.004258,-0.004247,0.000646,0.000646
3.733362,18.194932,-19.999449,0.045036,0.000656,9.987068,0.004216,-0.000026,9.986321,-0.002377,0.122150,30.964238,30.954750,31.006426,30.999047,-38.375348,-46.576690,49.329726,48.777382,426.436216,420.950822,-67.093350,-66.766500,-0.000194,-0.000266,0.000483,0.000472,-0.006274,-0.006245,0.000633,0.000633
3.736725,18.228513,-19.999437,0.045036,0.000657,9.986933,0.002856,-0.000022,9.986186,-0.003744,0.122152,30.958766,30.959017,31.001518,31.003378,-38.641131,-48.081178,51.654627,47.907060,461.000148,456.490965,-66.511036,-66.319449,-0.000201,-0.000279,0.000495,0.000467,-0.005602,-0.005576,0.000613,0.000613
3.740000,18.261221,-19.999430,0.045036,0.000652,9.986803,0.001488,-0.000019,9.986055,-0.005056,0.122155,30.953652,30.964080,30.996486,31.007850,-38.460870,-48.319760,53.485927,47.501007,454.184650,451.221736,-65.082356,-65.032351,-0.000197,-0.000268,0.000504,0.000467,-0.004795,-0.004771,0.000584,0.000584
3.743511,18.296283,-19.999427,0.045036,0.000640,9.986666,-0.000006,-0.000016,9.985917,-0.006419,0.122158,30.947557,30.968771,30.991177,31.012584,-37.460944,-47.429024,55.517329,46.998545,480.932256,479.829139,-62.529751,-62.633186,-0.000195,-0.000266,0.000517,0.000462,-0.006771,-0.006725,0.000542,0.000542
3.747022,18.331344,-19.999430,0.045035,0.000620,9.986530,-0.001630,-0.000012,9.985779,-0.007837,0.122162,30.941365,30.973838,30.985600,31.017597,-37.920855,-49.041600,58.092070,46.001036,506.312511,507.324278,-58.974969,-59.222833,-0.000204,-0.000279,0.000531,0.000457,-0.005927,-0.005887,0.000493,0.000492
3.750000,18.361088,-19.999437,0.045035,0.000598,9.986415,-0.003030,-0.000010,9.985664,-0.009001,0.122165,30.936441,30.978893,30.980731,31.021988,-37.808179,-49.111281,59.843683,45.589872,492.062144,494.854198,-55.201577,-55.556632,-0.000200,-0.000266,0.000539,0.000456,-0.005123,-0.005088,0.000443,0.000442
3.753544,18.396476,-19.999450,0.045035,0.000564,9.986281,-0.004713,-0.000008,9.985529,-0.010331,0.122168,30.929974,30.983945,30.975117,31.027062,-36.761229,-48.041545,62.011510,45.008917,514.425138,519.967145,-49.777028,-50.230590,-0.000198,-0.000264,0.000554,0.000451,-0.007160,-0.007097,0.000375,0.000374
3.757087,18.431864,-19.999470,0.045035,0.000522,9.986147,-0.006528,-0.000007,9.985394,-0.011713,0.122172,30.923489,30.989340,30.969290,31.032362,-37.368158,-49.751724,64.731995,43.932315,536.343242,544.776307,-43.442267,-43.953375,-0.000208,-0.000276,0.000569,0.000446,-0.006244,-0.006189,0.000300,0.000299
3.760000,18.460950,-19.999492,0.045035,0.000481,9.986037,-0.008041,-0.000006,9.985285,-0.012808,0.122175,30.918579,30.994515,30.964405,31.036810,-37.300922,-49.739008,66.515556,43.500826,519.240187,529.442075,-37.609695,-38.131149,-0.000204,-0.000262,0.000577,0.000445,-0.005415,-0.005368,0.000233,0.000232
3.765152,18.512400,-19.999540,0.045035,0.000396,9.985849,-0.010784,-0.000006,9.985096,-0.014680,0.122180,30.908966,31.002112,30.956053,31.044445,-36.305734,-48.921215,69.953367,42.447087,549.530321,564.632363,-25.941027,-26.383430,-0.000207,-0.000265,0.000600,0.000437,-0.007396,-0.007316,0.000101,0.000101
3.768773,18.548560,-19.999583,0.045035,0.000325,9.985716,-0.012846,-0.000007,9.984964,-0.016026,0.122184,30.902514,31.008129,30.949988,31.050016,-37.052635,-50.525919,72.678213,41.461752,553.232040,571.222810,-16.864249,-17.171611,-0.000213,-0.000269,0.000614,0.000434,-0.006046,-0.005982,0.000003,0.000003
3.770000,18.560808,-19.999599,0.045035,0.000299,9.985672,-0.013544,-0.000008,9.984920,-0.016461,0.122185,30.900495,31.010391,30.947927,31.051906,-37.019974,-50.415605,73.406651,41.317209,542.069788,560.564460,-13.642362,-13.888248,-0.000210,-0.000260,0.000617,0.000434,-0.005681,-0.005621,-0.000032,-0.000032
3.774240,18.603144,-19.999662,0.045035,0.000203,9.985521,-0.016008,-0.000010,9.984770,-0.017945,0.122189,30.892629,31.016740,30.941053,31.058235,-35.784785,-49.013625,76.185031,40.541555,566.596164,589.376841,-1.950455,-1.920583,-0.000208,-0.000257,0.000636,0.000428,-0.007814,-0.007716,-0.000156,-0.000156
3.778479,18.645480,-19.999735,0.045035,0.000095,9.985371,-0.018646,-0.000014,9.984621,-0.019485,0.122192,30.884973,31.023638,30.933989,31.064772,-36.738156,-50.968932,79.454786,39.351550,576.578684,602.883743,10.423432,10.822902,-0.000218,-0.000266,0.000654,0.000423,-0.006408,-0.006330,-0.000285,-0.000284
3.780000,18.660663,-19.999764,0.045035,0.000053,9.985317,-0.019596,-0.000015,9.984569,-0.020012,0.122194,30.882503,31.026471,30.931441,31.067126,-36.723276,-50.796281,80.376382,39.177646,562.820239,589.529260,15.005093,15.559262,-0.000214,-0.000256,0.000658,0.000423,-0.005946,-0.005874,-0.000333,-0.000331
3.784176,18.702357,-19.999851,0.045035,-0.000069,9.985173,-0.022258,-0.000020,9.984428,-0.021437,0.122197,30.874799,31.032643,30.924724,31.073354,-35.448655,-49.260403,83.123823,38.440431,587.269299,618.273559,27.969381,29.006856,-0.000212,-0.000254,0.000677,0.000417,-0.008151,-0.008035,-0.000466,-0.000464
3.788351,18.744051,-19.999950,0.045035,-0.000203,9.985029,-0.025100,-0.000025,9.984287,-0.022927,0.122201,30.867331,31.039409,30.917824,31.079784,-36.520192,-51.329709,86.386924,37.277546,598.639708,633.020457,41.326495,42.922810,-0.000223,-0.000264,0.000695,0.000412,-0.006739,-0.006645,-0.000601,-0.000598
3.790000,18.760515,-19.999993,0.045035,-0.000259,9.984973,-0.026229,-0.000027,9.984232,-0.023490,0.122203,30.864709,31.042494,30.915083,31.082332,-36.516388,-51.097174,87.388730,37.105257,583.751732,618.276425,46.687511,48.523249,-0.000218,-0.000252,0.000699,0.000412,-0.006221,-0.006136,-0.000656,-0.000652
3.794124,18.801694,-20.000107,0.045035,-0.000407,9.984835,-0.029105,-0.000033,9.984099,-0.024876,0.122207,30.857175,31.048495,30.908521,31.088457,-35.184855,-49.437468,90.095662,36.419140,608.775112,647.428298,60.319913,62.797462,-0.000216,-0.000251,0.000718,0.000407,-0.008502,-0.008367,-0.000793,-0.000788
