time,X,Y,Z,psi,Xdot,Ydot,Zdot,xdot,ydot,zdot,Omega_0,Omega_1,Omega_2,Omega_3,Fx_0,Fx_1,Fx_2,Fx_3,Fy_0,Fy_1,Fy_2,Fy_3,Kappa_0,Kappa_1,Kappa_2,Kappa_3,Alpha_0,Alpha_1,Alpha_2,Alpha_3
0.000000,-15.000000,-20.000000,0.000000,0.000000,5.000000,0.000000,0.000000,5.000000,0.000000,0.000000,30.000000,30.000000,30.000000,30.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998316,0.998316,0.998316,0.998316,0.000000,0.000000,0.000000,0.000000
0.000000,-14.999998,-20.000000,0.000000,0.000000,5.000000,0.000000,0.000001,5.000000,0.000000,0.000001,30.000000,30.000000,30.000000,30.000000,0.017436,0.017436,0.017436,0.017436,-0.000000,-0.000000,0.000000,0.000000,0.998316,0.998316,0.998316,0.998316,0.000004,0.000004,-0.000000,-0.000000
0.000002,-14.999990,-20.000000,0.000000,0.000000,5.000000,0.000000,0.000006,5.000000,0.000000,0.000006,30.000000,30.000000,29.999990,29.999990,0.104558,0.104558,0.104558,0.104558,-0.000001,-0.000001,0.000000,0.000000,0.998316,0.998316,0.998316,0.998316,0.000004,0.000004,-0.000000,-0.000000
0.000011,-14.999947,-20.000000,0.000000,0.000000,5.000000,0.000000,0.000032,5.000000,0.000000,0.000032,29.999999,29.999999,29.999662,29.999662,0.538765,0.538765,0.538766,0.538766,-0.000003,-0.000003,0.000000,0.000000,0.998316,0.998316,0.998293,0.998293,0.000004,0.000004,-0.000000,-0.000000
0.000053,-14.999733,-20.000000,0.000000,0.000000,5.000000,0.000000,0.000160,5.000000,0.000000,0.000160,29.999974,29.999974,29.991126,29.991126,2.671222,2.671222,2.671348,2.671348,-0.000014,-0.000014,0.000000,0.000000,0.998311,0.998311,0.997721,0.997721,0.000004,0.000004,-0.000000,-0.000000
0.000155,-14.999224,-20.000000,0.000000,0.000000,5.000000,0.000000,0.000467,5.000000,0.000000,0.000467,29.999797,29.999797,29.925640,29.925640,7.531914,7.531914,7.534825,7.534825,-0.000036,-0.000037,0.000000,0.000000,0.998291,0.998291,0.993348,0.993348,0.000004,0.000004,-0.000000,-0.000000
0.000257,-14.998715,-20.000000,0.000000,0.000000,5.000002,0.000000,0.000780,5.000002,0.000000,0.000780,29.999459,29.999459,29.799341,29.799341,12.091310,12.091310,12.103752,12.103752,-0.000056,-0.000056,0.000000,0.000000,0.998255,0.998255,0.984917,0.984917,0.000004,0.000004,-0.000000,-0.000000
0.000470,-14.997651,-20.000000,0.000000,0.000000,5.000008,0.000000,0.001471,5.000008,0.000000,0.001472,29.998280,29.998280,29.357853,29.357853,20.730329,20.730329,20.802545,20.802545,-0.000086,-0.000087,0.000000,0.000000,0.998124,0.998124,0.955441,0.955441,0.000003,0.000003,-0.000000,-0.000000
0.000843,-14.995786,-20.000000,0.000001,0.000000,5.000029,0.000000,0.002874,5.000029,0.000000,0.002876,29.994876,29.994876,28.110039,28.110039,33.365354,33.365354,33.753628,33.753628,-0.000114,-0.000116,0.000000,0.000000,0.997681,0.997681,0.872077,0.872077,0.000003,0.000003,-0.000000,-0.000000
0.001328,-14.993358,-20.000000,0.000003,0.000000,5.000071,0.000000,0.005214,5.000071,0.000000,0.005218,29.988384,29.988384,25.897464,25.897464,45.961807,45.961807,47.382478,47.382478,-0.000122,-0.000124,0.000000,0.000000,0.996640,0.996640,0.724123,0.724123,0.000002,0.000002,-0.000000,-0.000000
0.001814,-14.990929,-20.000000,0.000006,0.000000,5.000126,0.000000,0.008239,5.000126,0.000000,0.008247,29.980113,29.980113,23.433881,23.433881,55.240187,55.240187,58.728560,58.728560,-0.000114,-0.000115,0.000000,0.000000,0.995048,0.995048,0.559221,0.559221,0.000001,0.000001,-0.000000,-0.000000
0.002474,-14.987627,-20.000000,0.000013,0.000000,5.000217,0.000000,0.013434,5.000217,0.000000,0.013448,29.966838,29.966838,20.297233,20.297233,64.094067,64.094067,72.880026,72.880026,-0.000093,-0.000094,0.000000,0.000000,0.992064,0.992064,0.349012,0.349012,0.000001,0.000001,-0.000000,-0.000000
0.003135,-14.984326,-20.000000,0.000024,0.000000,5.000324,0.000000,0.019642,5.000324,0.000000,0.019661,29.951910,29.951910,17.745445,17.745445,69.943909,69.943909,88.016201,88.016201,-0.000070,-0.000071,0.000000,0.000000,0.988334,0.988334,0.177724,0.177724,0.000001,0.000001,-0.000000,-0.000000
0.003795,-14.981024,-20.000000,0.000040,0.000000,5.000446,0.000000,0.026482,5.000446,0.000000,0.026508,29.935805,29.935805,15.744127,15.744127,74.616300,74.616300,99.982431,99.982431,-0.000051,-0.000052,0.000000,0.000000,0.984140,0.984140,0.043204,0.043204,0.000000,0.000000,-0.000000,-0.000000
0.004255,-14.978726,-20.000000,0.000053,0.000000,5.000530,0.000000,0.031409,5.000530,0.000000,0.031439,29.923720,29.923720,14.529187,14.529187,80.924937,80.924937,74.190334,74.190334,-0.000042,-0.000043,0.000000,0.000000,0.981081,0.981081,-0.038427,-0.038427,0.000000,0.000000,-0.000000,-0.000000
0.004714,-14.976427,-20.000000,0.000068,0.000000,5.000594,0.000000,0.036325,5.000594,0.000000,0.036360,29.910325,29.910325,13.333983,13.333983,91.104311,91.104311,15.816056,15.816056,-0.000036,-0.000037,0.000000,0.000000,0.977971,0.977971,-0.118549,-0.118549,0.000000,0.000000,-0.000000,-0.000000
0.005174,-14.974129,-20.000000,0.000086,0.000000,5.000633,0.000000,0.041140,5.000633,0.000000,0.041179,29.895102,29.895102,12.086235,12.086235,104.196717,104.196717,-38.538377,-38.538377,-0.000032,-0.000032,0.000000,0.000000,0.974836,0.974836,-0.201919,-0.201919,0.000000,0.000000,-0.000000,-0.000000
0.005968,-14.970156,-20.000000,0.000122,0.000000,5.000662,0.000000,0.049068,5.000661,0.000000,0.049113,29.863420,29.863420,9.786837,9.786837,131.262990,131.262990,-108.510946,-108.510945,-0.000026,-0.000027,0.000000,0.000000,0.969370,0.969370,-0.354891,-0.354891,0.000000,0.000000,-0.000000,-0.000000
0.006962,-14.965189,-20.000000,0.000175,0.000000,5.000662,0.000000,0.058227,5.000661,0.000000,0.058282,29.812868,29.812868,7.016018,7.016018,169.230916,169.230915,-165.028938,-165.028937,-0.000021,-0.000021,0.000000,0.000000,0.962362,0.962362,-0.538420,-0.538420,0.000000,0.000000,-0.000000,-0.000000
0.007955,-14.960221,-20.000000,0.000238,0.000000,5.000654,0.000000,0.066738,5.000653,0.000000,0.066802,29.749325,29.749326,4.980927,4.980927,208.653072,208.653071,-203.447384,-203.447383,-0.000016,-0.000017,0.000000,0.000000,0.954975,0.954975,-0.672856,-0.672856,0.000000,0.000000,-0.000000,-0.000000
0.008949,-14.955253,-20.000000,0.000308,0.000000,5.000652,0.000000,0.074929,5.000651,0.000000,0.075004,29.672557,29.672557,3.985937,3.985937,248.274990,248.274989,-235.527294,-235.527293,-0.000013,-0.000013,0.000000,0.000000,0.947021,0.947021,-0.738603,-0.738603,0.000000,0.000000,-0.000000,-0.000000
0.010000,-14.949995,-20.000000,0.000391,0.000000,5.000660,0.000000,0.083541,5.000658,0.000000,0.083629,29.576829,29.576829,3.771945,3.771945,290.579182,290.579180,-269.469704,-269.469702,-0.000010,-0.000010,0.000000,0.000000,0.937860,0.937860,-0.753008,-0.753008,0.000000,0.000000,-0.000000,-0.000000
0.010000,-14.949995,-20.000000,0.000391,0.000000,5.000660,0.000000,0.083541,5.000658,0.000000,0.083629,29.576829,29.576829,3.771945,3.771945,290.579182,290.579180,-269.469704,-269.469702,-0.000010,-0.000010,0.000000,0.000000,0.937860,0.937860,-0.753008,-0.753008,0.000000,0.000000,-0.000000,-0.000000
0.010000,-14.949995,-20.000000,0.000391,0.000000,5.000660,0.000000,0.083541,5.000658,0.000000,0.083629,29.576829,29.576829,3.771945,3.771945,290.579182,290.579180,-269.469704,-269.469702,-0.000010,-0.000010,0.000000,0.000000,0.937860,0.937860,-0.753008,-0.753008,0.000000,0.000000,-0.000000,-0.000000
0.010009,-14.949953,-20.000000,0.000392,0.000000,5.000660,0.000000,0.083611,5.000659,0.000000,0.083699,29.575992,29.575992,3.772371,3.772371,290.924918,290.924916,-269.753952,-269.753951,-0.000001,-0.000001,0.000000,0.000000,0.937783,0.937783,-0.752983,-0.752983,-0.000021,-0.000021,-0.000000,-0.000000
0.010041,-14.949792,-20.000000,0.000395,0.000000,5.000660,0.000000,0.083875,5.000659,0.000000,0.083964,29.572826,29.572826,3.774132,3.774132,292.230734,292.230732,-270.828930,-270.828928,0.000193,0.000192,0.000000,0.000000,0.937490,0.937490,-0.752879,-0.752879,-0.000101,-0.000101,0.000000,0.000000
0.010073,-14.949631,-20.000000,0.000397,0.000000,5.000661,-0.000000,0.084140,5.000659,-0.000000,0.084228,29.569645,29.569645,3.776119,3.776119,293.537578,293.537576,-271.906958,-271.906956,0.000635,0.000633,0.000000,0.000000,0.937196,0.937196,-0.752760,-0.752760,-0.000179,-0.000179,0.000000,0.000000
0.010234,-14.948827,-20.000000,0.000411,0.000000,5.000663,-0.000000,0.085462,5.000662,-0.000000,0.085553,29.553528,29.553528,3.788845,3.788845,300.087979,300.087978,-277.343259,-277.343257,0.006296,0.006279,0.000000,0.000000,0.935717,0.935717,-0.751982,-0.751982,-0.000547,-0.000545,0.000000,0.000000
0.010877,-14.945608,-20.000000,0.000468,-0.000000,5.000674,-0.000000,0.090774,5.000673,-0.000000,0.090873,29.485427,29.485427,3.861078,3.861078,326.625572,326.625575,-299.869553,-299.869551,0.073487,0.073291,-0.000000,-0.000000,0.929603,0.929602,-0.747473,-0.747473,-0.001703,-0.001699,0.000000,0.000000
0.011031,-14.944839,-20.000000,0.000482,-0.000000,5.000678,-0.000000,0.092047,5.000676,-0.000000,0.092149,29.468304,29.468304,3.879482,3.879482,333.046101,333.046106,-305.429056,-305.429053,0.098344,0.098082,-0.000001,-0.000001,0.928097,0.928096,-0.746320,-0.746320,-0.001913,-0.001908,0.000000,0.000000
0.011031,-14.944839,-20.000000,0.000482,-0.000000,5.000678,-0.000000,0.092047,5.000676,-0.000000,0.092149,29.468304,29.468304,3.879482,3.879482,333.046101,333.046106,-305.429056,-305.429053,0.098344,0.098082,-0.000001,-0.000001,0.928097,0.928096,-0.746320,-0.746320,-0.001913,-0.001908,0.000000,0.000000
0.011929,-14.940351,-20.000000,0.000568,-0.000000,5.000699,-0.000002,0.099471,5.000697,-0.000002,0.099586,29.361709,29.361709,3.987599,3.987599,371.179704,371.179751,-338.996836,-338.996837,0.275708,0.274973,-0.000005,-0.000005,0.918964,0.918963,-0.739547,-0.739547,-0.002823,-0.002816,0.000000,0.000000
0.013261,-14.933689,-20.000000,0.000707,-0.000000,5.000738,-0.000004,0.110385,5.000735,-0.000004,0.110521,29.181924,29.181924,4.286477,4.286477,429.826891,429.827204,-392.280737,-392.280844,0.592129,0.590551,-0.000025,-0.000025,0.904310,0.904307,-0.720457,-0.720458,-0.003505,-0.003495,0.000000,0.000000
0.014593,-14.927026,-20.000000,0.000862,-0.000000,5.000784,-0.000008,0.121032,5.000780,-0.000008,0.121192,28.975602,28.975601,4.916667,4.916668,490.504871,490.506063,-450.579609,-450.580237,0.920740,0.918288,-0.000072,-0.000072,0.888301,0.888296,-0.679794,-0.679795,-0.003790,-0.003780,0.000000,0.000000
0.015794,-14.921023,-20.000000,0.001013,-0.000000,5.000825,-0.000012,0.130348,5.000821,-0.000012,0.130532,28.766388,28.766387,5.658133,5.658133,546.514446,546.517485,-508.641631,-508.643530,1.211379,1.208158,-0.000155,-0.000155,0.872659,0.872651,-0.631900,-0.631902,-0.003900,-0.003890,0.000001,0.000001
0.016994,-14.915020,-20.000000,0.001174,-0.000000,5.000861,-0.000017,0.139422,5.000855,-0.000017,0.139633,28.534620,28.534617,6.329738,6.329740,603.624293,603.630759,-571.418739,-571.423187,1.498747,1.494771,-0.000293,-0.000293,0.855797,0.855787,-0.588600,-0.588602,-0.003949,-0.003938,0.000001,0.000001
0.018194,-14.909017,-20.000000,0.001347,-0.000000,5.000888,-0.000023,0.148289,5.000880,-0.000022,0.148528,28.279900,28.279893,6.853784,6.853788,661.891453,661.903478,-637.247145,-637.255927,1.802040,1.797279,-0.000506,-0.000506,0.837661,0.837646,-0.554919,-0.554922,-0.003969,-0.003958,0.000001,0.000001
0.019395,-14.903014,-20.000000,0.001530,-0.000000,5.000903,-0.000029,0.156965,5.000894,-0.000028,0.157236,28.001788,28.001775,7.309972,7.309980,721.470910,721.491139,-705.196212,-705.211588,2.131688,2.126084,-0.000811,-0.000811,0.818195,0.818177,-0.525655,-0.525659,-0.003975,-0.003965,0.000001,0.000001
0.020000,-14.899988,-20.000000,0.001627,-0.000000,5.000906,-0.000032,0.161267,5.000897,-0.000032,0.161556,27.852559,27.852542,7.540775,7.540786,752.054258,752.079773,-740.394311,-740.414005,2.308857,2.302805,-0.001007,-0.001007,0.807862,0.807841,-0.510851,-0.510856,-0.003976,-0.003965,0.000001,0.000001
0.021454,-14.892715,-20.000000,0.001869,-0.000000,5.000900,-0.000037,0.171398,5.000889,-0.000036,0.171731,27.468661,27.468627,8.092001,8.092023,827.183720,827.225292,-828.414659,-828.448046,2.046534,2.038852,-0.001567,-0.001567,0.781540,0.781515,-0.475499,-0.475504,0.001419,0.001432,0.000001,0.000001
0.022909,-14.885442,-20.000000,0.002125,-0.000000,5.000871,-0.000035,0.181219,5.000857,-0.000034,0.181600,27.048261,27.048204,8.581106,8.581146,904.736107,904.798236,-921.044820,-921.097206,0.915446,0.905356,-0.002104,-0.002104,0.753079,0.753053,-0.444171,-0.444175,0.003503,0.003518,0.000001,0.000001
0.024363,-14.878169,-20.000000,0.002396,-0.000000,5.000816,-0.000029,0.190719,5.000799,-0.000028,0.191155,26.590248,26.590156,9.006158,9.006225,984.934158,985.020069,-1017.234960,-1017.311207,-0.530194,-0.543166,-0.002419,-0.002419,0.722358,0.722334,-0.416983,-0.416985,0.004306,0.004322,0.000001,0.000001
0.026433,-14.867815,-20.000000,0.002804,-0.000000,5.000691,-0.000014,0.203690,5.000670,-0.000012,0.204210,25.870739,25.870577,9.622220,9.622340,1104.405150,1104.524427,-1161.779399,-1161.893447,-2.745377,-2.763094,-0.002104,-0.002104,0.674518,0.674497,-0.377547,-0.377543,0.004682,0.004698,-0.000000,-0.000000
0.030000,-14.849980,-20.000000,0.003568,-0.000000,5.000312,0.000029,0.224504,5.000281,0.000031,0.225197,24.432212,24.431894,10.782771,10.783022,1329.613649,1329.760412,-1446.971483,-1447.140316,-6.846128,-6.874076,0.002444,0.002444,0.579828,0.579821,-0.303132,-0.303110,0.004772,0.004787,-0.000002,-0.000002
0.031704,-14.841461,-20.000000,0.003958,-0.000000,5.000037,0.000049,0.233758,5.000000,0.000050,0.234545,23.649232,23.648836,11.372140,11.372464,1449.157307,1449.294130,-1604.374584,-1604.556910,-6.976584,-7.006269,0.007142,0.007143,0.528611,0.528608,-0.265296,-0.265264,0.000319,0.000326,-0.000003,-0.000003
0.033408,-14.832942,-20.000000,0.004364,-0.000000,4.999683,0.000058,0.242560,4.999640,0.000059,0.243449,22.797260,22.796795,12.011762,12.012157,1580.309327,1580.418300,-1781.702177,-1781.883188,-4.810766,-4.838060,0.013149,0.013152,0.473083,0.473080,-0.224190,-0.224150,-0.001121,-0.001117,-0.000003,-0.000003
0.035471,-14.822628,-20.000000,0.004875,-0.000000,4.999124,0.000059,0.252611,4.999072,0.000059,0.253635,21.662085,21.661565,12.852168,12.852631,1761.664318,1761.719367,-2030.698242,-2030.851769,-1.301323,-1.325254,0.021229,0.021234,0.399312,0.399305,-0.170124,-0.170078,-0.001640,-0.001637,-0.000003,-0.000003
0.038630,-14.806835,-20.000000,0.005695,0.000000,4.998043,0.000039,0.266713,4.997976,0.000038,0.267967,19.650456,19.649926,14.244645,14.245102,2127.834208,2127.794212,-2438.721739,-2438.672299,4.994899,4.973107,0.031532,0.031540,0.268950,0.268933,-0.080444,-0.080401,-0.001783,-0.001781,-0.000001,-0.000001
0.040000,-14.799989,-20.000000,0.006065,0.000000,4.997696,0.000022,0.272343,4.997621,0.000021,0.273706,18.647778,18.647272,14.855889,14.856226,2346.112505,2346.039621,-2458.209460,-2457.827484,8.433747,8.411097,0.031955,0.031963,0.204029,0.204006,-0.041088,-0.041058,-0.001779,-0.001776,-0.000000,-0.000000
0.041370,-14.793143,-20.000000,0.006441,0.000000,4.998125,0.000004,0.277681,4.998042,0.000003,0.279161,17.535135,17.534664,15.312747,15.312816,2628.554166,2628.453937,-1941.680817,-1941.002042,9.189605,9.165136,0.024909,0.024917,0.131853,0.131826,-0.011857,-0.011850,0.000044,0.000046,0.000000,0.000000
0.042319,-14.788397,-20.000000,0.006707,0.000000,4.999345,-0.000003,0.281213,4.999257,-0.000004,0.282779,16.687887,16.687454,15.430070,15.429967,2833.448888,2833.280862,-1342.432683,-1342.056066,6.377446,6.350514,0.015876,0.015883,0.076739,0.076712,-0.004659,-0.004665,0.000623,0.000625,0.000001,0.000001
0.043269,-14.783650,-20.000000,0.006975,0.000000,5.001170,-0.000004,0.284607,5.001075,-0.000005,0.286267,15.823661,15.823329,15.397885,15.397739,2667.333566,2666.793548,-959.312051,-959.407972,0.236214,0.203943,0.006277,0.006284,0.020448,0.020427,-0.007233,-0.007243,0.000938,0.000939,0.000001,0.000001
0.043996,-14.780012,-20.000000,0.007183,0.000000,5.002257,0.000001,0.287114,5.002157,-0.000001,0.288851,15.292797,15.292623,15.340453,15.340347,1735.529423,1734.762221,-904.446299,-904.710141,-6.501245,-6.537973,0.000611,0.000617,-0.014108,-0.014118,-0.011249,-0.011254,0.001075,0.001076,0.000001,0.000001
0.044723,-14.776374,-20.000000,0.007393,0.000000,5.002357,0.000010,0.289540,5.002252,0.000009,0.291356,15.028843,15.028822,15.308773,15.308711,470.883412,470.367819,-970.850932,-971.056050,-12.736334,-12.776004,-0.001952,-0.001946,-0.031230,-0.031227,-0.013394,-0.013393,0.001157,0.001158,0.000000,0.000000
0.045450,-14.772737,-20.000000,0.007604,0.000000,5.001438,0.000023,0.291883,5.001327,0.000022,0.293779,15.029229,15.029285,15.320516,15.320463,-497.250506,-497.391352,-1039.024677,-1039.034561,-18.310037,-18.352453,-0.000304,-0.000299,-0.031094,-0.031082,-0.012524,-0.012519,0.001204,0.001205,-0.000001,-0.000001
0.046410,-14.767936,-20.000000,0.007886,0.000000,4.999341,0.000047,0.294848,4.999223,0.000046,0.296850,15.272016,15.272034,15.382301,15.382183,-1059.151121,-1058.752887,-998.958017,-998.654091,-25.937884,-25.984694,0.010323,0.010327,-0.015101,-0.015084,-0.008203,-0.008195,0.001232,0.001233,-0.000002,-0.000002
0.047371,-14.763137,-20.000000,0.008170,0.000000,4.997268,0.000079,0.297669,4.997142,0.000077,0.299777,15.554447,15.554268,15.447882,15.447624,-768.187621,-767.326631,-797.362481,-796.783723,-33.916081,-33.966948,0.033470,0.033473,0.003458,0.003473,-0.003637,-0.003627,0.001235,0.001236,-0.000003,-0.000003
0.048331,-14.758339,-20.000000,0.008458,0.000000,4.996076,0.000120,0.300350,4.995943,0.000117,0.302565,15.673075,15.672612,15.479561,15.479108,-67.489864,-66.539061,-543.561275,-542.780840,-41.015630,-41.069103,0.072107,0.072109,0.011269,0.011279,-0.001441,-0.001430,0.001220,0.001221,-0.000005,-0.000005
0.049291,-14.753542,-19.999999,0.008747,0.000001,4.995806,0.000168,0.302895,4.995664,0.000165,0.305219,15.609058,15.608319,15.480499,15.479812,374.073716,374.920438,-363.266816,-362.332265,-47.090213,-47.145819,0.128116,0.128117,0.007097,0.007105,-0.001420,-0.001409,0.001194,0.001195,-0.000007,-0.000007
0.050000,-14.750000,-19.999999,0.008963,0.000001,4.995880,0.000208,0.304688,4.995732,0.000204,0.307096,15.513774,15.512847,15.477242,15.476359,374.072862,374.888939,-295.424885,-294.394865,-51.081046,-51.138226,0.180962,0.180962,0.000861,0.000869,-0.001716,-0.001705,0.001169,0.001170,-0.000009,-0.000009
0.050709,-14.746457,-19.999999,0.009179,0.000001,4.995905,0.000249,0.306407,4.995752,0.000245,0.308901,15.442515,15.441398,15.481440,15.480342,175.973287,176.832458,-255.740072,-254.634402,-51.747331,-51.805101,0.243216,0.243215,-0.003812,-0.003803,-0.001520,-0.001509,0.000443,0.000444,-0.000011,-0.000011
0.051418,-14.742915,-19.999999,0.009397,0.000001,4.995777,0.000289,0.308053,4.995617,0.000283,0.310635,15.421977,15.420657,15.494280,15.492958,-59.067415,-58.141260,-211.280985,-210.146184,-47.795083,-47.852018,0.313353,0.313351,-0.005177,-0.005168,-0.000731,-0.000721,-0.000030,-0.000030,-0.000012,-0.000012
0.052127,-14.739373,-19.999999,0.009616,0.000001,4.995533,0.000324,0.309624,4.995366,0.000317,0.312296,15.445452,15.443919,15.510817,15.509279,-205.164749,-204.218820,-145.195591,-144.107645,-41.240739,-41.296176,0.388538,0.388532,-0.003675,-0.003668,0.000323,0.000331,-0.000340,-0.000340,-0.000013,-0.000013
0.052928,-14.735372,-19.999998,0.009865,0.000002,4.995259,0.000355,0.311310,4.995086,0.000347,0.314085,15.491837,15.490074,15.526270,15.524520,-213.198211,-212.354768,-51.283287,-50.338467,-32.263407,-32.317058,0.475015,0.475002,-0.000695,-0.000690,0.001307,0.001312,-0.000566,-0.000565,-0.000014,-0.000014
0.053729,-14.731371,-19.999998,0.010115,0.000002,4.995123,0.000378,0.312902,4.994941,0.000368,0.315783,15.524681,15.522733,15.534452,15.532543,-109.763660,-109.152421,40.029386,40.780209,-22.648763,-22.700895,0.558163,0.558140,0.001386,0.001387,0.001796,0.001799,-0.000706,-0.000706,-0.000015,-0.000015
0.054530,-14.727370,-19.999998,0.010366,0.000002,4.995164,0.000392,0.314401,4.994975,0.000380,0.317392,15.528905,15.526838,15.537319,15.535307,0.218298,0.553577,109.283150,109.843620,-13.074258,-13.125301,0.633026,0.632989,0.001585,0.001584,0.001906,0.001909,-0.000793,-0.000792,-0.000014,-0.000014
0.055331,-14.723369,-19.999998,0.010618,0.000003,4.995328,0.000397,0.315808,4.995131,0.000383,0.318911,15.513132,15.511010,15.539561,15.537494,42.514676,42.629031,155.329147,155.728179,-3.918839,-3.969291,0.695303,0.695250,0.000471,0.000469,0.001953,0.001955,-0.000844,-0.000844,-0.000013,-0.000013
0.055887,-14.720594,-19.999997,0.010794,0.000003,4.995469,0.000395,0.316731,4.995267,0.000380,0.319914,15.500126,15.497994,15.542452,15.540373,27.318612,27.330586,179.811719,180.112735,2.071753,2.021407,0.729313,0.729248,-0.000439,-0.000442,0.002068,0.002069,-0.000866,-0.000866,-0.000013,-0.000013
0.056442,-14.717818,-19.999997,0.010970,0.000003,4.995607,0.000390,0.317610,4.995398,0.000374,0.320875,15.491811,15.489685,15.546552,15.544477,-9.271214,-9.330495,203.670778,203.878548,7.718627,7.668153,0.754700,0.754622,-0.001044,-0.001047,0.002263,0.002263,-0.000880,-0.000879,-0.000012,-0.000012
0.056998,-14.715043,-19.999997,0.011147,0.000003,4.995733,0.000382,0.318447,4.995518,0.000364,0.321795,15.490282,15.488174,15.551147,15.549094,-48.286747,-48.408948,229.498947,229.614781,13.001477,12.950666,0.770734,0.770643,-0.001208,-0.001212,0.002493,0.002493,-0.000886,-0.000886,-0.000010,-0.000010
0.057553,-14.712268,-19.999997,0.011324,0.000003,4.995853,0.000370,0.319240,4.995633,0.000351,0.322673,15.494597,15.492520,15.555352,15.553340,-74.960088,-75.156660,257.108014,257.134576,17.913325,17.861994,0.776878,0.776777,-0.000993,-0.000997,0.002700,0.002700,-0.000888,-0.000887,-0.000009,-0.000009
0.058483,-14.707622,-19.999996,0.011621,0.000004,4.996072,0.000344,0.320474,4.995841,0.000323,0.324052,15.506658,15.504668,15.560146,15.558240,-79.380167,-79.739781,301.077191,300.972106,25.307146,25.254643,0.764054,0.763939,-0.000321,-0.000328,0.002900,0.002900,-0.000881,-0.000881,-0.000007,-0.000007
0.059413,-14.702976,-19.999996,0.011920,0.000004,4.996343,0.000311,0.321589,4.996102,0.000288,0.325317,15.514833,15.512981,15.562518,15.560757,-53.127635,-53.655090,334.859186,334.650490,31.685637,31.631727,0.721776,0.721656,0.000091,0.000084,0.002936,0.002936,-0.000866,-0.000865,-0.000004,-0.000004
0.060000,-14.700043,-19.999996,0.012109,0.000004,4.996543,0.000287,0.322232,4.996295,0.000263,0.326057,15.515783,15.514041,15.563584,15.561930,-36.783314,-37.392091,349.768244,349.504469,35.206363,35.151508,0.679970,0.679853,0.000075,0.000068,0.002926,0.002925,-0.000852,-0.000852,-0.000002,-0.000002
0.061002,-14.695034,-19.999996,0.012433,0.000005,4.996915,0.000243,0.323225,4.996655,0.000218,0.327220,15.513259,15.511730,15.565964,15.564514,-29.926966,-30.603623,368.275607,367.928202,37.246581,37.192661,0.582899,0.582798,-0.000224,-0.000231,0.002941,0.002940,-0.000348,-0.000348,0.000001,0.000001
0.062005,-14.690026,-19.999995,0.012757,0.000005,4.997297,0.000201,0.324085,4.997024,0.000174,0.328256,15.511832,15.510523,15.568856,15.567625,-43.109495,-43.763974,383.670171,383.295931,34.290459,34.240972,0.457999,0.457930,-0.000453,-0.000458,0.002987,0.002987,-0.000068,-0.000068,0.000004,0.000004
0.063007,-14.685016,-19.999995,0.013082,0.000005,4.997675,0.000164,0.324814,4.997390,0.000136,0.329167,15.514621,15.513515,15.571175,15.570152,-55.785451,-56.347219,397.266915,396.966194,29.092240,29.048613,0.313250,0.313226,-0.000408,-0.000412,0.002999,0.003000,0.000090,0.000090,0.000007,0.000007
0.064642,-14.676845,-19.999995,0.013614,0.000005,4.998298,0.000120,0.325728,4.997992,0.000090,0.330389,15.521481,15.520630,15.573117,15.572346,-52.535289,-52.898785,408.699757,408.627187,19.279950,19.246253,0.058135,0.058199,-0.000186,-0.000188,0.002898,0.002901,0.000222,0.000222,0.000010,0.000010
0.066277,-14.668674,-19.999995,0.014147,0.000006,4.998934,0.000095,0.326308,4.998606,0.000063,0.331292,15.524396,15.523700,15.574596,15.573967,-45.888372,-46.066183,407.904438,408.003690,9.814237,9.789459,-0.193614,-0.193456,-0.000221,-0.000221,0.002765,0.002768,0.000278,0.000278,0.000012,0.000012
0.067912,-14.660501,-19.999995,0.014681,0.000006,4.999556,0.000087,0.326562,4.999205,0.000054,0.331886,15.526822,15.526196,15.576060,15.575494,-51.069089,-51.100168,401.404738,401.614420,1.667922,1.650394,-0.416860,-0.416623,-0.000282,-0.000282,0.002635,0.002639,0.000300,0.000300,0.000012,0.000012
0.069546,-14.652327,-19.999995,0.015214,0.000006,5.000146,0.000093,0.326502,4.999772,0.000060,0.332179,15.530923,15.530298,15.576856,15.576285,-53.039715,-52.953899,389.623889,389.938089,-4.959801,-4.971743,-0.596191,-0.595898,-0.000227,-0.000226,0.002470,0.002474,0.000304,0.000304,0.000012,0.000012
0.070000,-14.650059,-19.999994,0.015363,0.000006,5.000305,0.000097,0.326430,4.999924,0.000063,0.332208,15.532037,15.531402,15.576992,15.576408,-52.476232,-52.360513,385.344000,385.684421,-6.534039,-6.544698,-0.637175,-0.636871,-0.000212,-0.000211,0.002420,0.002424,0.000303,0.000303,0.000012,0.000012
0.071223,-14.643941,-19.999994,0.015762,0.000006,5.000720,0.000109,0.326121,5.000321,0.000075,0.332177,15.534477,15.533796,15.577372,15.576737,-51.085355,-50.909485,372.204512,372.590899,-7.440248,-7.449103,-0.728354,-0.728030,-0.000204,-0.000203,0.002289,0.002293,-0.000024,-0.000024,0.000011,0.000011
